Blank1,Description,Extended Description,Blank2,Item Number,Blank3,Standard Price,List Price,Major category,Minor Category,Weight,Available Quantity,Date Established,PO Date,AvG Lead Time,Image ,Drop Ship Status,Active,Product Length ,Product Width,Product Height,Shipping Length ,Shipping Width ,Shipping Height,Item Weight,Item Net Weight,UPC Code,HCPC Code,MAP Price,Country Of Origin,Product Group (item),Plus Freight,Images,Images,Images,Images,Images,Images,Images,Images,Images,Images
,Sharpstar-5 Quart Red Case/20 w/Counterbalanced Lids,SHARPSTAR IN-ROOM SYSTEM WITH SHARPSTAR LIDS: * Minimizes the potential for overfilling by stopping in the full position when it reaches maximum capacity * Unique lid design limits accidental or intentional access to container contents for pediatric  geriatric or high-risk areas * Allows for visual monitoring * Economical forced horizontal drop maximizes container volume * IN-ROOM Sharps Container  5 Qt  Transparent Red  SHARPSTAR Lid & Counter-Balanced Door  12« H x 5« D x 10ó W  20/cs,,KE8507SA,,180.93,328.97,Physician Supplies,Sharps-A-Gator Disposal System,0.000,0,02/10/2010,12/31/2099,8,ke8507sa.jpg,N,Y,0,0,0,0,0,0,0,0,(01)00694393003566    ,,N,,,Y,,https://interlink.completemedical.com/usrimage/ke8507sa.jpg,,,,,,,,
,Sharps 5 Qt Container w/Glove Box,Mounted wall enclosure secures sharps containers  keeps counter space clear  and helps prevent access to contents in high traffic areas * Contents can be viewed by hospital personnel  but unsightly items are not fully visible to patients and visitors *  These sturdy enclosures are made of ABS plastic * Glove box holder keeps gloves readily available,,KE8556H,,64.77,117.77,Urologicals,Male External Catheters,0.000,0,03/09/2012,12/31/2099,30,KE8556H.jpg,N,Y,0,0,0,0,0,0,0,0,(01)20694393003805    ,,N,,,Y,,https://interlink.completemedical.com/usrimage/KE8556H.jpg,,,,,,,,
,Gravity Bag 1000 ml. Non-Sterile  cs/30,KANGAROO GRAVITY SETS: Gravity Bag  1000mL  Non-Sterile  30/cs,,KE8884702500,,122.45,222.62,Urologicals,Urinary Drain Bags & Accessory,0.000,0,12/30/2003,12/31/2099,3,ke8884702500.jpg,N,Y,0,0,0,0,0,0,0,0,0100388847025005      ,,,,,N,,https://interlink.completemedical.com/usrimage/ke8884702500.jpg,,,,,,,,
,Red Rubber Robinson Catheter 10fr Bx/100,DOVER RED RUBBER ROBINSON LATEX CATHETERS: Two opposing eyes * Smooth  rounded tip * Integral tapered funnel end * Radiopaque * Single use * Sterile * Red Rubber Robinson Catheters  10FR  14 L  Latex  Sterile  100/cs,,KE8887660101,,99.67,181.21,Urologicals,Internal Catheters & Guide Kit,0.000,0,07/12/2006,12/31/2099,14,ke8887660101.jpg,N,Y,0,0,0,0,0,0,0,0,0100388876601010      ,,,,,N,,https://interlink.completemedical.com/usrimage/ke8887660101.jpg,,,,,,,,
,Rob-Nel Urethral Cath 16 Fr. Cs/100,DOVER tm ROB-NEL tm Urethral Catheters  (PVC)  16 FR,,KE8888492058,,98.13,178.43,Urologicals,Internal Catheters & Guide Kit,0.000,1,10/04/2011,12/31/2099,8,KE8888492058.jpg,N,Y,0,0,0,0,0,0,0,0,0140388884920583      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE8888492058.jpg,,,,,,,,
,Yankauer Tube Only  Fine Capacity Tip  Cs/50,ARGYLE YANKAUER SUCTION INSTRUMENTS  FLEXIBLE TYPE * Nonbreakable  malleable vinyl construction with smooth inner lumen * Optional TIP TROL vent for fingertip control of suction * Optional sump tube * Sterile; single-use * Yankauer Suction Instrument  Flexible  Fine Capacity Tip without Vent  50/cs,,KE8888504001,,95.99,174.54,Respiratory Care,Suction Aspirator Accessories,0.000,0,05/18/2009,12/31/2099,10,ken8888504001.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,,https://interlink.completemedical.com/usrimage/ken8888504001.jpg,,,,,,,,
,Versalon Gauze Sponge 2 x2  4-Ply Pk/200,2  x 2   4 Ply  Pk/200 * Non-sterile  bulk * Ideal for applying ointments  prepping  wiping needles  cleaning slides and more * Rayon/ Polyester blend * Virtually lint-free *,,KE9022,,3.60,6.55,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.180,21,09/24/2002,12/31/2099,8,KE9022.jpg,N,Y,0,0,0,0,0,0,.18,0,884521060510          ,,,,,N,,https://interlink.completemedical.com/usrimage/KE9022.jpg,,,,,,,,
,Versalon Gauze Sponge 3 x3  4 Ply Pk/200,3  x 3   4 Ply  Pk/200 * Non-sterile  bulk * Ideal for applying ointments  prepping  wiping needles  cleaning slides and more * Rayon/ Polyester blend * Virtually lint-free *,,KE9023,,7.38,13.45,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.400,17,09/24/2002,12/31/2099,12,KE9022.jpg,N,Y,0,0,0,0,0,0,.4,0,0110884521060524      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE9022.jpg,,,,,,,,
,Versalon Gauze Sponge 4 x4  4 Ply Pk/200,4  x 4   4 Ply  Pk/200 * Non-sterile  bulk * Ideal for applying ointments  prepping  wiping needles  cleaning slides and more * Rayon/ Polyester blend * Virtually lint-free *,,KE9024,,9.89,17.96,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.700,20,09/24/2002,12/31/2099,9,KE9022.jpg,N,Y,0,0,0,0,0,0,.7,0,0110694393044924      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE9022.jpg,,,,,,,,
,Versalon Gauze Sponge 2 x2  3 Ply Pk/200,2  x 2   3 Ply  Pk/200 * Non-sterile  bulk * Ideal for applying ointments  prepping  wiping needles  cleaning slides and more * Rayon/ Polyester blend * Virtually lint-free *,,KE9132,,3.10,5.63,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.160,9,09/24/2002,12/31/2099,6,KE9022.jpg,N,Y,0,0,0,0,0,0,.16,0,0110884521060579      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE9022.jpg,,,,,,,,
,Versalon Gauze Sponge 4 x4  3-Ply Pk/200,4  x 4   3 Ply  Pk/200 * Non-sterile  bulk * Ideal for applying ointments  prepping  wiping needles  cleaning slides and more * Rayon/ Polyester blend * Virtually lint-free * Case dimensions : 21 x17 x11,,KE9134,,8.56,15.58,Wound Care,"Kendall Gauze,Sponges,&Bandage",0.540,5,09/24/2002,12/31/2099,10,KE9022.jpg,N,Y,0,0,0,0,0,0,.54,0,0110884521060586      ,,,,,N,,https://interlink.completemedical.com/usrimage/KE9022.jpg,,,,,,,,
,Electrode 2 x 2-1/4  Reusable Square Self-Adhering  48/PK,Electrode  2  x 2¬   Square  Self-Adhering  Reusable  Model 7022  48/pk (Continental US Only),,KENET88025,,24.21,43.99,Electrotherapy,Electrodes & Accessories,0.000,1,05/04/2018,12/31/2099,20,KENET88025.jpg,N,Y,2,2,0,0,0,0,0,0,N/A,N/A,N/A,,,N,KENET88025.jpg,https://interlink.completemedical.com/usrimage/KENET88025.jpg,,,,,,,,
,Sports Theme Kick Sack Countertop Display  Pk/24,Great for outdoor play  these Sports Theme Kick Sacks guarantee to provide hours of fun * Display comes with the following styles: basketball  baseball  soccer ball  tennis ball and volleyball * Balls are made of woven string and are filled with beads * Each ball comes with a UPC label on the bottom * Not for children under 3 * Display measures 8  x 3 3/4  x 6 1/4  and each kick sack is approximately 2  in diameter * Countertop display comes with 24 pieces *,,KK694,,45.56,82.83,Aids to Daily Living,Ergonomic Products,0.000,3,04/23/2018,12/31/2099,11,KK694.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,KK694.jpg,https://interlink.completemedical.com/usrimage/KK694.jpg,,,,,,,,
,Emoticon Stress Ball Countertop Display  Bx/24,Squeezable plastic foam balls printed with fun faces that easily fit in your hand to quickly relieve stress * Balls measure approximately 3  in diameter * Comes in 12 assorted styles * Comes packaged with a hang tag *,,KM002,,35.59,64.72,Exercise & Physical Therapy,Hand/Wrist Exercise Products,1.700,0,02/22/2018,01/17/2025,9,KM002.jpg,N,Y,0,0,0,0,0,0,1.7,1.7,731015248858,,,,,N,KM002.jpg,https://interlink.completemedical.com/usrimage/KM002.jpg,,,,,,,,
,KN95 Mask Particulate Respirator Disposable  Bg/60,White * 5-Layer KN95 face mask* Filter Efficiency ? 95% * Anti-Dust * * Each mask is individually sealed in a plastic bag * Box of 60 *,,KN95,,40.95,74.47,Physician Supplies,Masks,0.000,11,01/13/2022,12/31/2099,7,KN95.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,Y,KN95.jpg,https://interlink.completemedical.com/usrimage/KN95.jpg,https://interlink.completemedical.com/usrimage/KN95-4.JPG,,,,,,,
,KN95 Mask Particulate Black Respirator Disposable  BX/60,Black * 5-Layer KN95 face mask* Filter Efficiency ? 95% * Anti-Dust * * Each mask is individually sealed in a plastic bag * Box of 60 *,,KN95BLK,,40.95,74.47,Physician Supplies,Masks,0.000,0,08/31/2023,12/31/2099,7,KN95BLK.JPG,N,Y,0,0,0,0,0,0,0,0,,,,,,Y,KN95blk.jpg,https://interlink.completemedical.com/usrimage/KN95BLK.JPG,https://interlink.completemedical.com/usrimage/kn95blk-2.jpg,https://interlink.completemedical.com/usrimage/KN95BLK-3.JPG,,,,,,
,KLIP Walker   X-Small   Red 4-Wheeled,Extra Small * The 4-Wheeled Klip with front swivel wheels allows the user to turn and provides maximum maneuverability * Recommended for those with Cerebral Palsy and other neurological conditions * Height adjustable to ensure proper fit and accommodate future growth * Foot-Activated swivel wheel lock with an audible 'click' for easier and greater control * On/off one-directional rear wheels prevents walker from rolling backwards * Simple to disengage when walking skills improve * Latex-free handgrips with flanged ends reduce strain on user?s hands * Folds easily for compact storage and transport * 3-year limited warranty *  Width inside handles 13.5  * Handle Height 16 -19.5  * Outside Dimension 23  x 23  * Weight Capacity 75 lbs * Product Weight 9 lbs.,,KP410,,136.92,248.94,Mobility Products,"Walkers - Specialty, Accessori",9.000,0,09/14/2020,12/31/2099,0,KP410.jpg,O,Y,0,0,0,0,0,0,9,9,,,,,,Y,KP410.jpg,https://interlink.completemedical.com/usrimage/KP410.jpg,,,,,,,,
,KLIP Walker  Small   Red 4-Wheeled,Small * The 4-Wheeled Klip with front swivel wheels allows the user to turn and provides maximum maneuverability * Recommended for those with Cerebral Palsy and other neurological conditions * Height adjustable to ensure proper fit and accommodate future growth * Foot-Activated swivel wheel lock with an audible 'click' for easier and greater control * On/off one-directional rear wheels prevents walker from rolling backwards * Simple to disengage when walking skills improve * Latex-free handgrips with flanged ends reduce strain on user?s hands * Folds easily for compact storage and transport * 3-year limited warranty *  Width inside handles 14  * Handle Height 21 -27  * Outside Dimension 24  x 31  * Weight Capacity 85 lbs * Product Weight 11 lbs.,,KP420R,,141.34,256.97,Mobility Products,"Walkers - Specialty, Accessori",11.000,0,09/14/2020,12/31/2099,0,KP420R.jpg,O,Y,0,0,0,0,0,0,11,11,,,,,,Y,KP420R.jpg,https://interlink.completemedical.com/usrimage/KP420R.jpg,,,,,,,,
,KLIP  Walker  w/Seat  Medium Blue  4-Wheeled   (Each),The is a lightweight posterior gait trainer for kids  teens and young adults with special needs who require support and assistance with their day-to-day walking * Placed behind the user  the is open in the walking position and allows freedom of movement while it promotes walking in an upright position * It is recommended for those with Cerebral Palsy and other neurological conditions * The can also be used in the anterior position for all sizes other than the XS size *  Specs: Width inside Handles  16  Handle Height  24 -32  Seat to Floor Height  14  - 21  Outside Dimension (Open at Base)  23  x 35  Product  Weight  17 lbs. Weight Capacity  150 lbs.,,KP530,,232.98,423.60,Mobility Products,"Walkers - Specialty, Accessori",17.000,0,09/11/2020,12/31/2099,7,KP530.jpg,O,Y,0,0,0,0,0,0,17,17,,,,,,Y,KP530.jpg,https://interlink.completemedical.com/usrimage/KP530.jpg,,,,,,,,
,Sling Seat  Small,For use with #KP530 * Adjustable cushioned sling seat provides partial weight bearing and properly positions user?s pelvis,,KP810S,,95.74,174.07,Mobility Products,"Walkers - Specialty, Accessori",0.000,0,09/11/2020,12/31/2099,7,KP810S.jpg,O,Y,0,0,0,0,0,0,0,0,,,,,,Y,KP810S.jpg,https://interlink.completemedical.com/usrimage/KP810S.jpg,,,,,,,,
,Kinesiology Tape  2  x 16.5' Beige,Body Armor© Elastic Tape is an elastic sport and therapy tape made especially for use in applied Kinesiology * Kinesiology tape is used worldwide by athletic trainers and physicians alike because it provides portable and immediate treatment of muscle  fascia and tendon symptoms and for performance enhancement by way of continuous receptor stimulation * The natural healing process is enhanced due to improved circulation in the taped areas * Latex-free *  For Muscle strains  Rotator cuff issues  Plantar Fasciitis  Tennis Elbow  Tendon Symptoms  Achilles Tendonitis and Static problems of the lower extremities *,,KT215BG,,10.01,18.22,Wound Care,Athletic Sports Tape/Kinesio,0.200,44,09/02/2010,12/31/2099,7,KT215BG.jpg,N,Y,3,3,2,0,0,0,.2,0,609271619920,,,,,N,KT215BG.jpg,https://interlink.completemedical.com/usrimage/KT215BG.jpg,https://interlink.completemedical.com/usrimage/KT215BG-4.jpg,https://interlink.completemedical.com/usrimage/KT215BG-5.JPG,,,,,,
,Kinesiology Tape  2  x 16.5' Blue,Body Armor© Elastic Tape is an elastic sport and therapy tape made especially for use in applied Kinesiology * Kinesiology tape is used worldwide by athletic trainers and physicians alike because it provides portable and immediate treatment of muscle  fascia and tendon symptoms and for performance enhancement by way of continuous receptor stimulation * The natural healing process is enhanced due to improved circulation in the taped areas * Latex-free *  For Muscle strains  Rotator cuff issues  Plantar Fasciitis  Tennis Elbow  Tendon Symptoms  Achilles Tendonitis and Static problems of the lower extremities *,,KT215BL,,9.95,18.07,Wound Care,Athletic Sports Tape/Kinesio,0.200,11,09/02/2010,12/31/2099,9,KT215BL.jpg,N,Y,3,3,2,0,0,0,.2,0,609271619913,,,,,N,KT215BG.jpg,https://interlink.completemedical.com/usrimage/KT215BL.jpg,https://interlink.completemedical.com/usrimage/KT215BG-4.jpg,https://interlink.completemedical.com/usrimage/KT215BG-5.JPG,,,,,,
,Kinesiology Tape  2  x 16.5' Black,Body Armor© Elastic Tape is an elastic sport and therapy tape made especially for use in applied Kinesiology * Kinesiology tape is used worldwide by athletic trainers and physicians alike because it provides portable and immediate treatment of muscle  fascia and tendon symptoms and for performance enhancement by way of continuous receptor stimulation * The natural healing process is enhanced due to improved circulation in the taped areas   * Latex-free *  For Muscle strains  Rotator cuff issues  Plantar Fasciitis  Tennis Elbow  Tendon Symptoms  Achilles Tendonitis and Static problems of the lower extremities *,,KT215BLK,,10.33,18.78,Wound Care,Athletic Sports Tape/Kinesio,0.200,47,09/02/2010,12/31/2099,7,KT215BLK.jpg,N,Y,3,3,2,0,0,0,.2,0,609271619951,,,,,N,KT215BG.jpg,https://interlink.completemedical.com/usrimage/KT215BLK.jpg,https://interlink.completemedical.com/usrimage/KT215BG-4.jpg,https://interlink.completemedical.com/usrimage/KT215BG-5.JPG,,,,,,
,Lo-Boy Whirlpool 105 Gallon Stationary,The Lo-Boy combines full-body immersion with easy access and the ability to treat various extremity regions along with hip and back areas * These long and shallow units are designed at a lower height with ease of access * With the addition of an Adjustable Head Rest  the patient's upper back  shoulder and neck areas can also be treated * This option provides a standard stationary unit * Product Function: *For use on whole back  shoulder * Product Details: * Material:  Stainless Steel * Legacy Model:  DF-6618  JO-315C * Appropriate for:  Athletic Trainer   Physical Therapy * Capacity in Liquid Volume: 105 gallons * Body Treatment Location(s):  sitting neck * Internal Length:  66  * Internal Width:  24  * Internal Depth:  18  * Certification(s): MET  CE,,L-105-S,,11774.18,21407.60,Hydrotherapy,Whirpools & Accessories,270.000,0,11/03/2004,12/31/2099,21,l-105-s.jpg,O,Y,0,0,0,0,0,0,270,270,,L666,N,,,Y,,https://interlink.completemedical.com/usrimage/l-105-s.jpg,,,,,,,,
,Lo-Boy Whirlpool 75 Gallon Mobile,The Lo-Boy combines full-body immersion with easy access and the ability to treat various extremity regions along with hip and back areas * These long and shallow units are designed at a lower height with ease of access * With the addition of an Adjustable Head Rest  the patient?s upper back  shoulder and neck areas can also be treated * This option provides a standard mobile unit * Product Function: For use on upper back * Product Details * Material:  Stainless Steel * Legacy Model: JO-312 * Appropriate for: Athletic Trainer   Physical Therapy * Capacity in Liquid Volume: 75 gallons * Body Treatment Location(s): sitting upper back * Internal Length: 52  * Internal Width: 24  * Internal Depth: 18  * Certification(s): MET  CE,,L-75-M,,9972.31,18131.45,Hydrotherapy,Whirpools & Accessories,200.000,0,11/03/2004,12/31/2099,21,l-75-m.jpg,O,Y,0,0,0,0,0,0,200,200,,L666,N,,,Y,,https://interlink.completemedical.com/usrimage/l-75-m.jpg,,,,,,,,
,Lo-Boy Whirlpool 75 Gallon Stationary,The Lo-Boy combines full-body immersion with easy access and the ability to treat various extremity regions along with hip and back areas * These long and shallow units are designed at a lower height with ease of access * With the addition of an Adjustable Head Rest  the patient?s upper back  shoulder and neck areas can also be treated * This option provides a standard stationary unit * Product Function: *For use on upper back * Product Details - * Material:  Stainless Steel * Legacy Model:  JO-315 * Appropriate for:  Athletic Trainer   Physical Therapy * Capacity in Liquid Volume:  75 gallons * Body Treatment Location(s):  sitting upper back * Internal Length:  52  * Internal Width:  24  * Internal Depth:  18  * Certification(s):  MET  CE,,L-75-S,,10476.71,19048.58,Hydrotherapy,Whirpools & Accessories,210.000,0,11/03/2004,12/31/2099,21,l-75-s.jpg,O,Y,0,0,0,0,0,0,210,210,,L666,N,,,Y,,https://interlink.completemedical.com/usrimage/l-75-s.jpg,,,,,,,,
,Lo-Boy Whirlpool 90 gallon Mobile,The Lo-Boy combines full-body immersion with easy access and the ability to treat various extremity regions along with hip and back areas * These long and shallow units are designed at a lower height with ease of access * With the addition of an Adjustable Head Rest  the patient's upper back  shoulder and neck areas can also be treated * This option provides a standard mobile unit * Product Function: *For use on upper back * Product Details * Material:  Stainless Steel * Legacy Model:  JO-312B * Appropriate for:  Athletic Trainer   Physical Therapy * Capacity in Liquid Volume:  90 gallons * Body Treatment Location(s): sitting neck * Internal Length:  60  * Internal Width:  24  * Internal Depth:  18  * Certification(s):  MET  CE,,L-90-M,,10589.56,19253.77,Hydrotherapy,Whirpools & Accessories,220.000,0,11/03/2004,12/31/2099,21,l-90-m.jpg,O,Y,0,0,0,0,0,0,220,220,,L666,N,,,Y,,https://interlink.completemedical.com/usrimage/l-90-m.jpg,,,,,,,,
,Lo-Boy Whirlpool 90 Gallon Stationary,The Lo-Boy combines full-body immersion with easy access and the ability to treat various extremity regions along with hip and back areas * These long and shallow units are designed at a lower height with ease of access * With the addition of an Adjustable Head Rest  the patient?s upper back  shoulder and neck areas can also be treated * This option provides a standard stationary unit * Product Function: *For use on upper back * Product Details * Material: Stainless Steel * Legacy Model:  DF-6018   JO-315B * Appropriate for: Athletic Trainer   Physical Therapy * Capacity in Liquid Volume:  90 gallons * Body Treatment Location(s): sitting neck * Internal Length:  60  * Internal Width:  24  * Internal Depth:  18  * Certification(s): MET  CE,,L-90-S,,11120.98,20219.96,Hydrotherapy,Whirpools & Accessories,230.000,0,11/03/2004,12/31/2099,21,l-90-s.jpg,O,Y,0,0,0,0,0,0,230,230,,L230230230o-Boy Whi & L2301411,N,,,Y,,https://interlink.completemedical.com/usrimage/l-90-s.jpg,,,,,,,,
